comment,like,recom_cnt,unlike,url
"오뚜기처럼 몇년간아니고 처음부터 쭈욱  매장시식코너 직원까지 싹 정규직으로 쓴다는 거도아니고 
알바 천명뽑으면 천이백명이 나가서 천만날 알바구인하고 
알바눈에도 안차서 정규직공채구인 따로 하는  맥도날드-
식성을 이참에 간편식으로 바꿀란다",1,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=055&aid=0000533984
알바 비정규직이 얼마나 문젠지 알면서 그걸 구인이라고 설레발이냐,3,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=055&aid=0000533984
"직원을 채용하는 일자리가 아님 인건비 비싸니깐 파트타이머 모집은 임금이 싼맛에 정부가 바뀌고 일자리 창출에 힘입어 언론플레이 마케팅 하는것 같은데 내막은  싼 임금의 알바 모집
맥도날드 취재했을때 알바인지 직원인지 파악하고 취재를 했어야되는건데 무조건 일자리 창출말만  믿는건  취재한 양반이 누구인지는 모르겠으나 알맹이가 중요하다는것 꼭 기억하시길",1,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=055&aid=0000533984
직원 채용 아님 파트 타임 알바 임금이 싼맛에 채용하려드네 차라리 불법채류자 구제해주는 용도의 일자리 하는게 나아요  맥도날드에게 물어보겠습니다  직원을  채용하면 200만원 줄 자신 없을거에요 88또는 77만원 줄 자신 있으시죠 그럼 이건 서민 일자리가 아님니다 파트타임 채용이라는 용어를 왜 숨기나요 알맹이만 빼고 채용박람회 흑수저 우롱하는거 아닌가요  서민파트타임 알바채용 이라고 글을 넣든가 알맹이 빼고 채용박람회 누가보면 계약직이나 직원모집하는걸로 착각하겠어요,2,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=055&aid=0000533984
대한민국 서민 일자리 아니에요 임금이 싼불법체류자를 구제해주는  일자리입니다,0,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=055&aid=0000533984
여러분. 인터넷에선 식료품을 싸게 살 수 있습니다.,1,0,2,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=016&aid=0001246785
재앙이다 재앙.. AI가 창궐할동안 컨트롤타워는 제대로 작동은 한거냐? 재앙이 들이닥치네.. 며칠동안 뭐했는지 상세히 알려라. 진상규명이 필요한 시점이다. 도대체가 뭘하는데 AI가 창궐하는거냐.. 어휴,1,0,5,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=016&aid=0001246785
"문조1년.문재지변(文災地變) 임금이 덕이없어 조선팔도 곳곳에서 화재와 가뭄이 일어나고, 가축병이 창궐하여 백성들의 생활이 이루 말할 수 없었다. 백성들은 굶주리는데 조세(租稅)와 공납(貢納)은 늘어나니, 고통이 날로 심하여 백성들이 임금과 주변 간신들을 원망하였다. 매년 청나라에서 불어오는 모래먼지와 검은 안개가 하늘을 뒤덮었지만, 문조와 그 신하들은 청을 두려워하여 백성들의 아궁이에서 나오는 연기(煙氣)가 잘못이라며 아궁이의 사용을 줄이라 하였다",6,0,10,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=016&aid=0001246785
사람을 배운다며 비정규직 89퍼 말이나 소냐,8,2,2,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=009&aid=0003946376
"외식,요리업은 정규직을 많이 전환해야 해요.노동시간도 길고,가뜩이나박봉에다.복지도 별로고.주5일도 거의안함..고용보장이라도 되야 합니당",6,2,3,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=009&aid=0003946376
그렇네요. 매일 경제부터 비정규직으로 운영합시다. 기자들도 일하고 싶을때만 일하면 좋잖아요,90,2,10,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=009&aid=0003946376
"20대그룹부터 비정규직 과징금 물어서 그돈으로 중소기업지원만해도 일자리 마이생기겠네
그동안 비정규쓰면서 해먹은거 다뱉어내라",5,2,2,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=009&aid=0003946376
취직하려고 이력서 수백통 써내고 재수하고 해서 간신히 들어간 정규직과 그냥 만만하게 쓰다 내보내려고 생각하고 쉽게 뽑은 비정규직은 분명 차이가 있지요. 무조건 평등은 공산주의 사회에서도 실패한 정책이지요.,0,1,1,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=009&aid=0003946376
그러니까 비정규직은 그대로두고 단가를 올리면되잔아. 시급을 올리란 말이야,4,1,2,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=009&aid=0003946376
"당연하지 니들이 무시하는 노가다,유통 까보면 벌이가 쏠쏠하거든 왠만한 중소기업 대리,과장급보다 더 많이 벌어가는데",0,1,2,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=009&aid=0003946376
비정규직의 차별부터 없애고 기사처럼 주장하던가. 기업 경영도 결국 고객과 직원 그리고 거래처 상생이 중요하다.,44,1,4,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=009&aid=0003946376
시간제는 무조건 비정규직이여하나? 맥도날드는 유동적인 손님에 유연하게 대처하기위해 시간제를 쓴다 상호 필요니까 그러면 몇년을 해도 아무런 대우같은 대우 없이 최저시급으로 굴려도 된다 거기에 불만이 없다  정규직안해도 된다???,1,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=009&aid=0003946376
"믄재인대통령을 위해 기도해야한다
아무탈이 없도록",2,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=009&aid=0003946376
기자들 도대체 어디서 듣고온거야?,1,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=009&aid=0003946376
정규직도 문제지만 근무환경 개선도 해야지.정시퇴근 하는걸 눈치 봐야 하고 먹기도 싫은 술을 억지로 먹어야 하는 회식과 누구를 위하여 그렇게 열심히 위하여 외치는지 모를 야유회는 이제 그만...naver...,4,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=009&aid=0003946376
근로자 임금 올려라 버거가격도같이 오르겠지 환상만 좆는 서민들,3,0,2,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=009&aid=0003946376
"이전까지는 당연히 약자들에게
주어야할돈을 법룰뒤봐준 놈들한테 준거잖아요
거기요!!! 그정도 인건비로 절대 망하지않아요
기업들 이익잉여금 잔고보고 기사 다시쓰시길!!",2,0,1,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=009&aid=0003946376
건설은 어디 중국인 일용직 대상으로 조사하셨나? 언론사는 팩트체크도 안하고 이딴 기사 내보내는거냐????,4,0,1,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=009&aid=0003946376
"건설업 종사자는 비정규직 선호한다?어디서 얻은정보고??업체한테돈쳐먹었나??
정규직은고사하고 본사계약직할려고 OOO발광하는사람들이 반이넘는다.. 쓰레기같은 잡소리도 기사라고 써질러대는구만...",2,0,1,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=009&aid=0003946376
대한민국 모든 직장의 비정규직화가 시급합니다...아울러 최저임금은 3000원으로....,0,0,2,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=009&aid=0003946376
매일경제 기자부터 프리랜서 비정규직으로 전부 바꿔라,2,0,1,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=009&aid=0003946376
시설관리 청소 보안 용역파견 부터 없에라,0,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=009&aid=0003946376
"은행의 카드론 등 텔레마케터는 가장 먼저 정규직화해야 한다. 예컨대 ""한국씨티은행의 텔레마케터는 근로자이므로 퇴직금을 지급해야 한다는 대법원 판결이 나왔다."" 이럼에도 한국씨티은행은 아직도 퇴직금도 안 주고 있다.",0,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=009&aid=0003946376
우리나라 맥도날드 광고. .  비정규직 알바를 정규직처럼 포장해서 내보내지. .  실상은 대우 못받는 알바,281,7,10,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=005&aid=0000993085
진짜 전세계적으로 감정공감능력이 점점 부족해 지는구나... 저딴걸 광고라고.. 남 감정은 생각도 못하고 가짜 감동만들기에 혈안..다 똑같군,461,3,10,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=005&aid=0000993085
"맛잇으면 됏지 뭐가 문제인가? 저렇게 해서 또 편모 가정에서 광고비로 애 기르는대도 도움이 될것이고, 이거 무슨 부카니스트도 아니고 시장경제는 완전 부정해버리네,",1,1,15,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=005&aid=0000993085
문제된 광고라며 기사 밑에 그 광고 깔아주는 센스~ 기자는 지가 쓴 기사의 내용이 뭔지도 모르나봐,8,1,2,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=005&aid=0000993085
"이게 뭔, 문제가 되나?. 음...",7,1,6,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=005&aid=0000993085
맥도날드 역사가 좀 더 오래된다면 기대해볼만 하겠군요.화이팅!^^*,0,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=005&aid=0000993085
"세상을 자신의 기분이나 입맛대로 살 순 없다. 일부가 불쾌하다라도 다양성을 존중해야 한다. 상업적 이용이건 말건, 그건 표현의 자유이다. 이래저래 다 따지고 걸고 넘어진다면 에로틱 영화를 두고 성을 상품화한다며 딴지거는 여성단체 집단이나 뭐가 다른가?  지년들도 색색대며 즐기는 남녀간의 성이란게 고상하고 숭고한건가? 동성연애 줄기는 변태성욕자들애겐 성소수자니 뭐니하며 인정하고 관대하게 대하자는 미친것들이 설쳐대는 세상에 이따위 광고 따위가  무슨 대수인가?",1,0,8,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=005&aid=0000993085
개념없는 기업이야 돈이나 많이 벌면되는거야,4,0,2,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=005&aid=0000993085
노이징 광고도 광고지...,2,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=005&aid=0000993085
나쁘지않은데...,6,0,4,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=005&aid=0000993085
역시나 외국에도 프로불편러들이 있네. 왜 자기 일처럼 저딴 광고에 감정이입을 하냐? 그리고 저 내용으로 못할게 뭐야? 아버지 잃은 아이는 인간도 아니냐?,1,0,6,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=005&aid=0000993085
뇌없는 텅빈 대가리는 유비쿼터스,2,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=005&aid=0000993085
공익광고도 아니고 햄버거 팔자고 누군가의 깊은 슬픔과 아픔을 이용.,9,0,2,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=005&aid=0000993085
"맥도날드 나격도 올리고,선전도 못하고,맛도 떨어지고..팔려고 해도 살려는 기업은 없고..느낌 온다..",4,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=005&aid=0000993085
쓰레기 맥날 새끼들이네. 참고로 시그니처 버거 절대 먹지마라. 만원 넘는 가격에 양은 ㅈ도 없고 맛도 쓰레기다. 양심없는 새끼들.,7,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=005&aid=0000993085
혼자 내밀하게 간직하고 있는 감정이 광고에 사용되고 있는 걸 보는게 싫은거겠죠. 이해할 수 있는데요. 위로의 말조차도 잘 골라서 신중히 해야되는 생에 가장 특수한 상황인데 광고로 사용하고 자빠졌으니. 그것도 대강 건드리는 수준이 아니라 매우 정확하게 표현해서 더 문제.,8,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=005&aid=0000993085
10억을 받았습니다,6,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=005&aid=0000993085
노하우가 뭐야? 씩스티 이얼즈~,1,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=005&aid=0000993085
예저에 보험광고가 떠오르네요 하면 안되는게 있는 데 세월호 희생자 이용해서 보험광고나 스타벅스 롯데리아 광고한다고 해보세요 어떤 기분이 들지,4,0,2,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=005&aid=0000993085
저기도 프로불편러들이 많네 ㅋㅋㅋㅋㅋㅋ.,0,0,6,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=005&aid=0000993085
별로 안이상한데? 햄버거를 먹으면서 슬픔을 달래는게 아니라 작은 곳에서 아버지와의 접점을 발견하고 위로받는다는 설정 아닌가?,66,5,6,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=081&aid=0002821432
기사 마지막에 맥도날드가 사과했다잖아 머저리들아...잘못하지도 않았는데 사과하냐?,1,2,4,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=081&aid=0002821432
맥도날드 편 들면서 토다는 놈들 애비도 뒤져봐야 아 이게 이런느낌이구나 하고 알듯ㅋㅋㅋㅋㅋ,1,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=081&aid=0002821432
돌아가신 아버지랑 동일한 햄버거를 먹으며 기억하는게 뭐 어때서 2년동안 울고만 있어야 되냐,3,0,1,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=081&aid=0002821432
그러면 정을 나누는 초코파이는??? 그것도 상업적인광고컨셉인데..,1,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=081&aid=0002821432
오바하네.. 그런 사람이 있을 수도 있지... 아버지 잃으면 그냥 슬퍼 죽어야겠네 ㅡㅡ,8,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=081&aid=0002821432
너무 심각하게 받아들이면 후유증으로 남습니다.. 우울증같은걸로 발전해서 심각해져요,7,0,1,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=081&aid=0002821432
한국에서 짜장면을 먹으며 어머니를 생각하는 것도 있잖아. 왜 안되겠어. 어머님은 짜장면을 싫다하셨어,3,0,1,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=081&aid=0002821432
10억원을 받았습니다.. 가 생각난다.,14,0,3,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=081&aid=0002821432
미국인들 불쌍하다. 저런 쓰레기 음식이나 먹어대고.,2,0,2,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=081&aid=0002821432
전혀 문제 없는데?,4,0,4,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=081&aid=0002821432
저게 단지 짜장면에서 햄버거로 바뀌었었뿐이다. 야이야이야~~~ 아버지는 맥도날드 햄버거가 좋다하셨어~~~,3,0,3,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=081&aid=0002821432
글쎄요...한 번도 보지 못한 아버지에 대해 한참 예민하고 어린 소년이 이보다 더 무거운 감정을 가져야 하나요? 저 나이 소년이 좋아하는 햄버거를 통해 아버지와 작은 공통점을 가지게 된 소년 그로부터 어떤 자기위안을 받았다는게 주제 같은데요,36,0,2,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=081&aid=0002821432
생각 좀하고 살자,5,0,4,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=081&aid=0002821432
"영수증에 배달비 나가는거는 안남기고 햄버거 하나당600원씩이나 ㅊㅕ받는 인간한테 뭐한다고 저런상을주노ㅡㅡ
참 상 줄 인간이 그리도 없는갑다.
햄ㅂㅓ거가 몸에좋나
안전한음식같은소리하네",0,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=144&aid=0000492133
안전한 음식이라니 얼마나 많은 사람의 혈관과 신장을 아작내는 건데 식약처 덕에 배꼽터질 뻔.,3,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=144&aid=0000492133
맥도날드는 불법체류자 구제 일자리입니다 싼임금 북한청년 일자리입니다 대한민국 서민 일자리보다 품질이 떨어지는 일자리입니다 흑수저들 고용해서 맘다치게 하는일 하지 마시고 싼임금에 맞는 사람들 물색해서 고용히길 맥도날드관계자에게 전달하는바이다,0,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=014&aid=0003814791
삐에로는 축하하는거 맞아?,0,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=081&aid=0002820587
다훈 증후군이라는 장애에도 열심히 일한 다니엘 할아버지 정말 수고가 많으셨어요...!.또한 다니엘 할아버지를 편견 없이 동료로 함께 일하신 매장 직원들도 좋으신 분들이네요..오랫동안 한 직장에서 일하시고 은퇴하시는 모습이 너무 아름답습니다. 앞으로의 삶도 행복하시길 간절히 바랍니다!,2,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=081&aid=0002820587
오랫동안 한 직장에서 일하시고 은퇴하시는 모습이 너무 아름답습니다. 앞으로의 삶도 행복하시길 간절히 바랍니다!,14,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=081&aid=0002820587
다훈 증후군이라는 장애에도 열심히 일한 다니엘 할아버지 정말 수고가 많으셨어요.또한 다니엘 할아버지를 편견없이 동료로 함께 일하신 매장직원들도 좋은신 분들이네요.,18,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=081&aid=0002820587
와우 멋지다~~,23,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=081&aid=0002820587
"감동적이고눈물이나네요
이대한민국도따뜻한세상이되면참좋을거같네요",45,0,1,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=081&aid=0002820587
OOO들이 운동한다고 국대달고 삽질하는 모습 안밨음하는데.... 능력있는 사람들이 갔으면좋겠내요,0,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=076&aid=0003091149
"맥도날드는 불법체류자 구제 일자리입니다
싼임금 북한청년 일자리입니다 대한민국 서민 일자리보다 품질이 떨어지는 일자리입니다 흑수저들 고용해서 맘다치게 하는일 하지 마시고 싼임금에 맞는 사람들 물색해서 고용히길 맥도날드관계자에게 전달하는바이다",1,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=144&aid=0000491511
"똑똑한 기사네요 
잘읽었습니다 ㅎㅎ",0,0,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=009&aid=0003938458
"2017/5/9일 21:10분경 맥도널드 햄버거먹고 1시간지났는데 몸이가렵고 두드러기가 납니다. 오리엔탈 크리스피 치킨버거를 먹었습니다. 매장에 전화하니 매니저가 병원에서 햄버거 때문이라는걸 증명해오면 그때 보험처리를 검토한다고 하네요. 지금 고객의 입장에 대한 대처가 너무하다고 생각이드네요. 
지금도 몸이 가려워서 걱정이되는데 고객의 입장에서 귀를 좀더 기울여야 한다고 생각합니다",1,2,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=014&aid=0003812699
오란씨가 저거 짝퉁에서 시작한 거.,65,8,4,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=001&aid=0009231791
환타 보다 좋냐? 별로인듯..,5,2,2,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=001&aid=0009231791
m&amp;m 맥플러리가 한국 맥도날드에서 사라진게 내 맥도날드인생에서 가장 끔찍한 뉴스 였음ㅜ 제발 돌려놔라 엠엔엠ㅠ,1,1,0,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=001&aid=0009231791
빨간 설탕물 줄까? 검은 설탕물 줄까?,82,1,5,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=104&oid=001&aid=0009231791
